mana_value,on_color_pips,off_color_pips,on_color_land_count,off_color_land_count,iterations,average_cast_turn,average_mulligan_count
7,3,0,11,6,100000,10.41462,0.12181
7,3,1,11,6,100000,10.49203,0.12339
7,3,2,11,6,100000,11.21932,0.12463
7,3,3,11,6,100000,13.81315,0.12441
7,3,4,11,6,100000,18.44034,0.12361
7,4,0,11,6,100000,10.70027,0.12454
7,4,1,11,6,100000,10.80128,0.12403
7,4,2,11,6,100000,11.51306,0.12147
7,4,3,11,6,100000,14.09438,0.12573
7,5,0,11,6,100000,11.93558,0.12369
7,5,1,11,6,100000,12.0055,0.12337
7,5,2,11,6,100000,12.74425,0.12415
7,6,0,11,6,100000,14.417,0.12046
7,6,1,11,6,100000,14.50417,0.12231
7,7,0,11,6,100000,17.5967,0.12359
1,1,0,12,5,100000,1.00006,0.09537
2,1,0,12,5,100000,2.10024,0.09411
2,1,1,12,5,100000,4.05906,0.09465
2,2,0,12,5,100000,2.57322,0.09692
3,1,0,12,5,100000,3.37715,0.09508
3,1,1,12,5,100000,4.79246,0.09397
3,1,2,12,5,100000,9.15924,0.09362
3,2,0,12,5,100000,3.56218,0.09543
3,2,1,12,5,100000,4.99092,0.09645
3,3,0,12,5,100000,4.66586,0.09457
4,1,0,12,5,100000,4.86911,0.09492
4,1,1,12,5,100000,5.85094,0.09593
4,1,2,12,5,100000,9.50752,0.0948
4,1,3,12,5,100000,15.42306,0.09517
4,2,0,12,5,100000,4.91157,0.09573
4,2,1,12,5,100000,5.89544,0.09465
4,2,2,12,5,100000,9.5515,0.09622
4,3,0,12,5,100000,5.46243,0.09466
4,3,1,12,5,100000,6.44002,0.09472
4,4,0,12,5,100000,7.17452,0.09707
5,1,0,12,5,100000,6.55929,0.09382
5,1,1,12,5,100000,7.17701,0.09434
5,1,2,12,5,100000,10.07973,0.09609
5,1,3,12,5,100000,15.51353,0.09386
5,1,4,12,5,100000,21.95438,0.09468
5,2,0,12,5,100000,6.56679,0.09497
5,2,1,12,5,100000,7.18263,0.09546
5,2,2,12,5,100000,10.0537,0.09675
5,2,3,12,5,100000,15.50399,0.09629
5,3,0,12,5,100000,6.74797,0.09523
5,3,1,12,5,100000,7.37517,0.09415
5,3,2,12,5,100000,10.27538,0.09505
5,4,0,12,5,100000,7.736,0.09696
5,4,1,12,5,100000,8.35717,0.09405
5,5,0,12,5,100000,10.00292,0.09491
6,1,0,12,5,100000,8.4352,0.09527
6,1,1,12,5,100000,8.78624,0.0952
6,1,2,12,5,100000,10.91631,0.09514
6,1,3,12,5,100000,15.74204,0.09568
6,1,4,12,5,100000,21.99133,0.09647
6,1,5,12,5,100000,28.50945,0.09492
6,2,0,12,5,100000,8.44353,0.09386
6,2,1,12,5,100000,8.80789,0.09491
6,2,2,12,5,100000,10.90775,0.09648
6,2,3,12,5,100000,15.70205,0.09556
6,2,4,12,5,100000,21.9763,0.09476
6,3,0,12,5,100000,8.47236,0.09574
6,3,1,12,5,100000,8.84287,0.09557
6,3,2,12,5,100000,10.96829,0.09607
6,3,3,12,5,100000,15.75911,0.09351
6,4,0,12,5,100000,8.87544,0.0952
6,4,1,12,5,100000,9.26272,0.0959
6,4,2,12,5,100000,11.36283,0.09542
6,5,0,12,5,100000,10.3563,0.09473
6,5,1,12,5,100000,10.70388,0.09382
6,6,0,12,5,100000,12.94685,0.09493
7,1,0,12,5,100000,10.43075,0.09467
7,1,1,12,5,100000,10.62854,0.09563
7,1,2,12,5,100000,12.09515,0.09669
7,1,3,12,5,100000,16.10213,0.0938
7,1,4,12,5,100000,22.03557,0.09587
7,1,5,12,5,100000,28.52594,0.0951
7,2,0,12,5,100000,10.43778,0.09612
7,2,1,12,5,100000,10.64151,0.09425
7,2,2,12,5,100000,12.10916,0.09546
7,2,3,12,5,100000,16.09125,0.09529
7,2,4,12,5,100000,22.02021,0.09597
7,2,5,12,5,100000,28.53839,0.09581
7,3,0,12,5,100000,10.4426,0.09493
7,3,1,12,5,100000,10.63703,0.09356
7,3,2,12,5,100000,12.09275,0.0953
7,3,3,12,5,100000,16.09631,0.09415
7,3,4,12,5,100000,22.01216,0.096
7,4,0,12,5,100000,10.55549,0.0945
7,4,1,12,5,100000,10.7473,0.09459
7,4,2,12,5,100000,12.1884,0.094
7,4,3,12,5,100000,16.19278,0.09473
7,5,0,12,5,100000,11.2516,0.09638
7,5,1,12,5,100000,11.45757,0.09523
7,5,2,12,5,100000,12.92296,0.09504
7,6,0,12,5,100000,13.15368,0.09564
7,6,1,12,5,100000,13.36573,0.09503
7,7,0,12,5,100000,15.9671,0.09541
1,1,0,13,4,100000,1.00006,0.07346
2,1,0,13,4,100000,2.10929,0.07284
2,1,1,13,4,100000,4.98242,0.07321
2,2,0,13,4,100000,2.43353,0.07293
3,1,0,13,4,100000,3.39415,0.0739
3,1,1,13,4,100000,5.6765,0.07303
3,1,2,13,4,100000,11.63534,0.07345
3,2,0,13,4,100000,3.48932,0.07377
3,2,1,13,4,100000,5.77559,0.07183
3,3,0,13,4,100000,4.31791,0.07442
4,1,0,13,4,100000,4.88982,0.07352
4,1,1,13,4,100000,6.56049,0.07378
4,1,2,13,4,100000,11.85239,0.07354
4,1,3,13,4,100000,19.35936,0.07312
4,2,0,13,4,100000,4.92217,0.07212
4,2,1,13,4,100000,6.60377,0.07276
4,2,2,13,4,100000,11.86348,0.07173
4,3,0,13,4,100000,5.22471,0.07463
4,3,1,13,4,100000,6.90181,0.07186
4,4,0,13,4,100000,6.55541,0.07409
5,1,0,13,4,100000,6.59243,0.07381
5,1,1,13,4,100000,7.77481,0.07367
5,1,2,13,4,100000,12.2017,0.07067
5,1,3,13,4,100000,19.34853,0.07361
5,1,4,13,4,100000,27.20656,0.07296
5,2,0,13,4,100000,6.6051,0.07182
5,2,1,13,4,100000,7.77688,0.07353
5,2,2,13,4,100000,12.25273,0.07339
5,2,3,13,4,100000,19.36434,0.07279
5,3,0,13,4,100000,6.67058,0.07375
5,3,1,13,4,100000,7.85112,0.07292
5,3,2,13,4,100000,12.29697,0.07365
5,4,0,13,4,100000,7.29578,0.07222
5,4,1,13,4,100000,8.44436,0.07216
5,5,0,13,4,100000,9.09514,0.0727
6,1,0,13,4,100000,8.47175,0.07217
6,1,1,13,4,100000,9.25237,0.0735
6,1,2,13,4,100000,12.85667,0.0726
6,1,3,13,4,100000,19.46475,0.07465
6,1,4,13,4,100000,27.18328,0.07348
6,2,0,13,4,100000,8.482,0.07272
6,2,1,13,4,100000,9.23133,0.07317
6,2,2,13,4,100000,12.83676,0.07269
6,2,3,13,4,100000,19.46875,0.07231
6,2,4,13,4,100000,27.16632,0.07245
6,3,0,13,4,100000,8.46634,0.07246
6,3,1,13,4,100000,9.26425,0.07477
6,3,2,13,4,100000,12.8002,0.07327
6,3,3,13,4,100000,19.48813,0.07189
6,4,0,13,4,100000,8.65546,0.07331
6,4,1,13,4,100000,9.43756,0.07305
6,4,2,13,4,100000,12.99397,0.07402
6,5,0,13,4,100000,9.633,0.07305
6,5,1,13,4,100000,10.37778,0.07249
6,6,0,13,4,100000,11.77714,0.07223
7,1,0,13,4,100000,10.50254,0.07388
7,1,1,13,4,100000,10.95872,0.07184
7,1,2,13,4,100000,13.66883,0.07202
7,1,3,13,4,100000,19.62176,0.07283
7,1,4,13,4,100000,27.17875,0.0731
7,2,0,13,4,100000,10.47608,0.07193
7,2,1,13,4,100000,10.95818,0.07534
7,2,2,13,4,100000,13.70601,0.0745
7,2,3,13,4,100000,19.62593,0.07352
7,2,4,13,4,100000,27.19744,0.07267
7,3,0,13,4,100000,10.49152,0.07279
7,3,1,13,4,100000,10.96581,0.07362
7,3,2,13,4,100000,13.66933,0.07266
7,3,3,13,4,100000,19.62054,0.07388
7,3,4,13,4,100000,27.19982,0.07187
7,4,0,13,4,100000,10.51486,0.07193
7,4,1,13,4,100000,10.99264,0.07249
7,4,2,13,4,100000,13.67523,0.07263
7,4,3,13,4,100000,19.66783,0.07249
7,5,0,13,4,100000,10.84079,0.07312
7,5,1,13,4,100000,11.29176,0.07358
7,5,2,13,4,100000,14.02748,0.0736
7,6,0,13,4,100000,12.16006,0.07282
7,6,1,13,4,100000,12.6327,0.07285
7,7,0,13,4,100000,14.62478,0.0721
1,1,0,14,3,100000,1.0,0.05533
2,1,0,14,3,100000,2.11835,0.05562
2,1,1,14,3,100000,6.61424,0.05439
2,2,0,14,3,100000,2.33548,0.05472
3,1,0,14,3,100000,3.41178,0.05573
3,1,1,14,3,100000,7.11637,0.05735
3,1,2,14,3,100000,15.4457,0.05577
3,2,0,14,3,100000,3.46019,0.05659
3,2,1,14,3,100000,7.19922,0.05503
3,3,0,14,3,100000,4.03614,0.05505
4,1,0,14,3,100000,4.92187,0.05585
4,1,1,14,3,100000,7.87277,0.05559
4,1,2,14,3,100000,15.53819,0.05599
4,1,3,14,3,100000,25.21635,0.05481
4,2,0,14,3,100000,4.9257,0.05617
4,2,1,14,3,100000,7.92642,0.05331
4,2,2,14,3,100000,15.50241,0.05634
4,3,0,14,3,100000,5.07669,0.05591
4,3,1,14,3,100000,8.0598,0.05527
4,4,0,14,3,100000,6.0399,0.05546
5,1,0,14,3,100000,6.62696,0.05506
5,1,1,14,3,100000,8.91078,0.05569
5,1,2,14,3,100000,15.74627,0.05594
5,1,3,14,3,100000,25.19501,0.05627
5,2,0,14,3,100000,6.61524,0.05573
5,2,1,14,3,100000,8.89419,0.0562
5,2,2,14,3,100000,15.78134,0.05629
5,2,3,14,3,100000,25.16204,0.05621
5,3,0,14,3,100000,6.64746,0.05438
5,3,1,14,3,100000,8.91636,0.05519
5,3,2,14,3,100000,15.76879,0.05512
5,4,0,14,3,100000,6.95828,0.05614
5,4,1,14,3,100000,9.24211,0.05574
5,5,0,14,3,100000,8.34887,0.0556
6,1,0,14,3,100000,8.52121,0.05553
6,1,1,14,3,100000,10.15317,0.05542
6,1,2,14,3,100000,16.08978,0.05558
6,1,3,14,3,100000,25.24683,0.05659
6,2,0,14,3,100000,8.50852,0.05604
6,2,1,14,3,100000,10.14109,0.05572
6,2,2,14,3,100000,16.08847,0.05634
6,2,3,14,3,100000,25.23103,0.05521
6,3,0,14,3,100000,8.51302,0.0563
6,3,1,14,3,100000,10.14312,0.05484
6,3,2,14,3,100000,16.13479,0.056
6,3,3,14,3,100000,25.22997,0.05533
6,4,0,14,3,100000,8.54759,0.05632
6,4,1,14,3,100000,10.1855,0.05696
6,4,2,14,3,100000,16.13533,0.05644
6,5,0,14,3,100000,9.10236,0.0546
6,5,1,14,3,100000,10.72922,0.05572
6,6,0,14,3,100000,10.81039,0.0554
7,1,0,14,3,100000,10.54186,0.05574
7,1,1,14,3,100000,11.65375,0.05584
7,1,2,14,3,100000,16.6371,0.05618
7,1,3,14,3,100000,25.30512,0.05672
7,2,0,14,3,100000,10.52433,0.05497
7,2,1,14,3,100000,11.66387,0.05464
7,2,2,14,3,100000,16.64884,0.05564
7,2,3,14,3,100000,25.2611,0.05514
7,3,0,14,3,100000,10.53885,0.05479
7,3,1,14,3,100000,11.67312,0.05592
7,3,2,14,3,100000,16.65969,0.05524
7,3,3,14,3,100000,25.28428,0.05593
7,4,0,14,3,100000,10.50999,0.05492
7,4,1,14,3,100000,11.65242,0.05539
7,4,2,14,3,100000,16.68011,0.05445
7,4,3,14,3,100000,25.25556,0.05423
7,5,0,14,3,100000,10.62098,0.05664
7,5,1,14,3,100000,11.75688,0.05638
7,5,2,14,3,100000,16.74063,0.0558
7,6,0,14,3,100000,11.3934,0.05618
7,6,1,14,3,100000,12.50897,0.05578
7,7,0,14,3,100000,13.39915,0.05493
1,1,0,15,2,100000,1.0,0.04143
2,1,0,15,2,100000,2.12335,0.04259
2,1,1,15,2,100000,9.44686,0.04239
2,2,0,15,2,100000,2.25253,0.04206
3,1,0,15,2,100000,3.42433,0.04186
3,1,1,15,2,100000,9.87561,0.04228
3,1,2,15,2,100000,21.91431,0.04146
3,2,0,15,2,100000,3.43377,0.04242
3,2,1,15,2,100000,9.86328,0.04276
3,3,0,15,2,100000,3.80119,0.042
4,1,0,15,2,100000,4.9404,0.04142
4,1,1,15,2,100000,10.43221,0.04153
4,1,2,15,2,100000,21.94358,0.04206
4,2,0,15,2,100000,4.93958,0.04295
4,2,1,15,2,100000,10.46246,0.0421
4,2,2,15,2,100000,21.90474,0.04112
4,3,0,15,2,100000,4.98221,0.04225
4,3,1,15,2,100000,10.4645,0.04159
4,4,0,15,2,100000,5.62316,0.04219
5,1,0,15,2,100000,6.64815,0.04247
5,1,1,15,2,100000,11.18698,0.04188
5,1,2,15,2,100000,22.05099,0.04266
5,2,0,15,2,100000,6.65956,0.04209
5,2,1,15,2,100000,11.16285,0.04226
5,2,2,15,2,100000,22.02054,0.04232
5,3,0,15,2,100000,6.66796,0.04159
5,3,1,15,2,100000,11.14873,0.04089
5,3,2,15,2,100000,22.04124,0.04273
5,4,0,15,2,100000,6.76597,0.04105
5,4,1,15,2,100000,11.27363,0.04187
5,5,0,15,2,100000,7.69613,0.04206
6,1,0,15,2,100000,8.542,0.04114
6,1,1,15,2,100000,12.12679,0.04248
6,1,2,15,2,100000,22.16797,0.04195
6,2,0,15,2,100000,8.56351,0.04132
6,2,1,15,2,100000,12.12851,0.04191
6,2,2,15,2,100000,22.09554,0.04157
6,3,0,15,2,100000,8.53871,0.04222
6,3,1,15,2,100000,12.1046,0.04144
6,3,2,15,2,100000,22.15484,0.04283
6,4,0,15,2,100000,8.55763,0.04195
6,4,1,15,2,100000,12.13544,0.04208
6,4,2,15,2,100000,22.153,0.04267
6,5,0,15,2,100000,8.73275,0.04114
6,5,1,15,2,100000,12.35511,0.04263
6,6,0,15,2,100000,9.95403,0.04155
7,1,0,15,2,100000,10.58581,0.04234
7,1,1,15,2,100000,13.34754,0.04146
7,1,2,15,2,100000,22.40195,0.04118
7,2,0,15,2,100000,10.56078,0.04276
7,2,1,15,2,100000,13.3493,0.04044
7,2,2,15,2,100000,22.39612,0.04223
7,3,0,15,2,100000,10.58464,0.04191
7,3,1,15,2,100000,13.3557,0.04316
7,3,2,15,2,100000,22.37354,0.04267
7,4,0,15,2,100000,10.55589,0.04186
7,4,1,15,2,100000,13.33771,0.04177
7,4,2,15,2,100000,22.35465,0.04219
7,5,0,15,2,100000,10.58929,0.04099
7,5,1,15,2,100000,13.29636,0.04218
7,5,2,15,2,100000,22.38043,0.04239
7,6,0,15,2,100000,10.84279,0.04264
7,6,1,15,2,100000,13.60171,0.04227
7,7,0,15,2,100000,12.35813,0.0406
1,1,0,16,1,100000,1.0,0.0308
2,1,0,16,1,100000,2.13201,0.03121
2,1,1,16,1,100000,15.66105,0.03067
2,2,0,16,1,100000,2.18447,0.03182
3,1,0,16,1,100000,3.43716,0.03208
3,1,1,16,1,100000,15.88444,0.03082
3,2,0,16,1,100000,3.44319,0.03174
3,2,1,16,1,100000,15.86477,0.03165
3,3,0,16,1,100000,3.60194,0.03147
4,1,0,16,1,100000,4.96446,0.03136
4,1,1,16,1,100000,16.15851,0.03088
4,2,0,16,1,100000,4.95745,0.03114
4,2,1,16,1,100000,16.14496,0.03065
4,3,0,16,1,100000,4.97309,0.03226
4,3,1,16,1,100000,16.11742,0.03071
4,4,0,16,1,100000,5.27158,0.03128
5,1,0,16,1,100000,6.67885,0.03198
5,1,1,16,1,100000,16.5828,0.03057
5,2,0,16,1,100000,6.6837,0.03143
5,2,1,16,1,100000,16.59147,0.03127
5,3,0,16,1,100000,6.67673,0.03104
5,3,1,16,1,100000,16.55572,0.03126
5,4,0,16,1,100000,6.68179,0.03087
5,4,1,16,1,100000,16.56117,0.03227
5,5,0,16,1,100000,7.16496,0.03195
6,1,0,16,1,100000,8.58104,0.03068
6,1,1,16,1,100000,17.1187,0.03135
6,2,0,16,1,100000,8.57245,0.03132
6,2,1,16,1,100000,17.14782,0.03262
6,3,0,16,1,100000,8.57891,0.0317
6,3,1,16,1,100000,17.15298,0.03099
6,4,0,16,1,100000,8.57007,0.03112
6,4,1,16,1,100000,17.15356,0.0307
6,5,0,16,1,100000,8.57672,0.03074
6,5,1,16,1,100000,17.17131,0.03176
6,6,0,16,1,100000,9.22934,0.03209
7,1,0,16,1,100000,10.5878,0.03169
7,1,1,16,1,100000,17.845,0.03084
7,2,0,16,1,100000,10.59123,0.03127
7,2,1,16,1,100000,17.84252,0.03194
7,3,0,16,1,100000,10.60283,0.03083
7,3,1,16,1,100000,17.83772,0.03078
7,4,0,16,1,100000,10.60404,0.03034
7,4,1,16,1,100000,17.83752,0.03147
7,5,0,16,1,100000,10.59891,0.03135
7,5,1,16,1,100000,17.86764,0.03199
7,6,0,16,1,100000,10.61636,0.03129
7,6,1,16,1,100000,17.87579,0.03146
7,7,0,16,1,100000,11.43843,0.03175
1,1,0,17,0,100000,1.0,0.02344
2,1,0,17,0,100000,2.13982,0.02222
2,2,0,17,0,100000,2.13878,0.02309
3,1,0,17,0,100000,3.45458,0.02304
3,2,0,17,0,100000,3.45003,0.02368
3,3,0,17,0,100000,3.44822,0.02272
4,1,0,17,0,100000,4.98464,0.02314
4,2,0,17,0,100000,4.98432,0.02352
4,3,0,17,0,100000,4.97709,0.02298
4,4,0,17,0,100000,4.97641,0.02363
5,1,0,17,0,100000,6.71194,0.02372
5,2,0,17,0,100000,6.72056,0.0225
5,3,0,17,0,100000,6.70486,0.02379
5,4,0,17,0,100000,6.69966,0.02372
5,5,0,17,0,100000,6.70271,0.02222
6,1,0,17,0,100000,8.6093,0.02317
6,2,0,17,0,100000,8.61532,0.02223
6,3,0,17,0,100000,8.61035,0.02382
6,4,0,17,0,100000,8.60019,0.02277
6,5,0,17,0,100000,8.59986,0.02293
6,6,0,17,0,100000,8.59682,0.02273
7,1,0,17,0,100000,10.6328,0.02371
7,2,0,17,0,100000,10.6234,0.02332
7,3,0,17,0,100000,10.64484,0.02268
7,4,0,17,0,100000,10.61344,0.02298
7,5,0,17,0,100000,10.6195,0.0226
7,6,0,17,0,100000,10.62264,0.02248
7,7,0,17,0,100000,10.62992,0.02386
